,trip,,,,,,,,,,slip,,,,,,,,,,trip,,,,,,,,,,slip,,,,,,,,,,,trip,,,,,,,,,,slip,,,,,,,,,,trip,,,,,,,,,,slip,,,,,,,,,,trip,,,,,,,,,,slip,,,,,,,,,,trip,,,,,,,,,,,slip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #11,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #11,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.490005493164063,0.519989013671875,0.510009765625,0.509994506835937,0.5,0.520004272460938,0.490005493164063,0.489990234375,0.490005493164063,0.520004272460938,0.5,0.509994506835938,0.479995727539063,0.529998779296875,0.490005493164063,0.509994506835938,0.510009765625,0.529998779296875,0.5,0.5,0.55999755859375,0.600006103515625,0.55999755859375,0.580001831054687,0.589996337890625,0.610000610351563,0.55999755859375,0.589996337890625,0.580001831054688,0.580001831054688,0.540008544921875,0.55999755859375,0.509979248046875,0.560028076171875,0.54998779296875,0.55999755859375,0.579986572265625,0.550018310546875,0.57000732421875,0.579986572265625,NaN,0.510002136230469,0.540000915527344,0.519996643066406,0.540000915527344,0.529998779296875,0.550003051757813,0.520004272460938,0.529998779296875,0.529998779296875,0.55999755859375,0.519989013671875,0.540008544921875,0.529998779296875,0.55999755859375,0.540008544921875,0.54998779296875,0.529998779296875,0.550003051757813,0.529998779296875,0.529998779296875,0.550003051757813,0.549995422363281,0.569999694824219,0.569999694824219,0.569999694824219,0.569999694824219,0.540000915527344,0.550003051757813,0.55999755859375,0.580001831054688,0.589996337890625,0.57000732421875,0.569976806640625,0.600006103515625,0.540008544921875,0.57000732421875,0.55999755859375,0.579986572265625,0.57000732421875,0.6099853515625,0.520004272460938,0.529998779296875,0.520004272460938,0.539993286132812,0.529998779296875,0.550003051757813,0.529998779296875,0.550003051757813,0.490005493164063,0.54998779296875,0.520004272460938,0.539993286132813,0.490005493164063,0.5,0.5,0.519989013671875,0.490005493164063,0.509994506835938,0.520004272460938,0.529998779296875,0.540008544921875,0.540008544921875,0.529998779296875,0.540008544921875,0.529998779296875,0.529998779296875,0.53997802734375,0.540008544921875,0.519989013671875,0.529998779296875,NaN,0.550003051757813,0.57000732421875,0.539993286132813,0.540008544921875,0.54998779296875,0.57000732421875,0.569992065429688,0.550003051757813,0.55999755859375,0.550003051757813,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.529998779296875,0.510002136230469,0.529998779296875,0.509994506835937,0.540000915527344,0.550003051757813,0.540000915527344,0.540000915527344,0.529998779296875,0.549995422363281,0.509994506835938,0.5,0.479995727539063,0.470001220703125,0.510009765625,0.519989013671875,0.510009765625,0.5,0.529998779296875,0.529998779296875,NaN,0.519996643066406,0.510002136230469,0.489997863769531,0.5,0.489997863769531,0.510002136230469,0.489997863769531,0.5,0.490005493164063,0.529998779296875,0.5,0.510009765625,0.479995727539063,0.509994506835937,0.480010986328125,0.519989013671875,0.480010986328125,0.5,0.479995727539063,0.5,0.529998779296875,0.529998779296875,0.490005493164063,0.550003051757812,0.5,0.539993286132813,0.5,0.57000732421875,0.489990234375,0.520004272460938,0.510009765625,0.519989013671875,0.520004272460938,0.520004272460937,0.489990234375,0.529998779296875,0.480010986328125,0.509994506835938,0.5,0.529998779296875,0.490005493164063,0.509994506835938,0.5,0.5,0.479995727539063,0.529998779296875,0.480010986328125,0.5,0.479995727539063,0.509994506835938,0.489990234375,0.490005493164063,0.490005493164063,0.529998779296875,0.470001220703125,0.519989013671875,0.480010986328125,0.509994506835938,0.509994506835938,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.510009765625,0.599990844726563,0.520004272460938,0.550003051757812,0.490005493164063,0.569992065429688,0.490005493164063,0.539993286132813,0.5,0.57000732421875,0.529998779296875,0.569992065429688,0.5,0.589996337890625,0.480010986328125,0.55999755859375,0.5,0.550003051757813,0.479995727539063,0.550003051757813,0.550018310546875,0.579986572265625,0.540008544921875,0.579986572265625,0.540008544921875,0.55999755859375,0.55999755859375,0.58001708984375,0.589996337890625,0.529998779296875,0.560012817382813,0.569992065429688,0.550003051757813,0.580001831054687,0.55999755859375,0.610000610351563,0.569992065429688,0.590011596679688,0.569992065429688,0.57000732421875,NaN,0.529998779296875,0.569999694824219,0.519996643066406,0.550003051757812,0.519996643066406,0.550003051757813,0.519996643066406,0.560005187988281,0.5,0.529998779296875,0.520004272460938,0.57000732421875,0.509994506835938,0.55999755859375,0.520004272460938,0.580001831054688,0.509994506835938,0.57000732421875,0.509994506835938,0.539993286132813,0.569999694824219,0.560005187988281,0.539993286132813,0.550003051757812,0.529998779296875,0.550003051757813,0.529998779296875,0.580001831054688,0.549995422363281,0.569999694824219,0.540008544921875,0.569992065429688,0.55999755859375,0.580001831054687,0.55999755859375,0.600006103515625,0.540008544921875,0.589996337890625,0.55999755859375,0.55999755859375,0.529998779296875,0.54998779296875,0.550003051757813,0.55999755859375,0.530014038085938,0.54998779296875,0.529998779296875,0.57000732421875,0.550003051757813,0.550003051757813,0.519989013671875,0.550003051757813,0.529998779296875,0.550003051757812,0.529998779296875,0.539993286132813,0.530014038085938,0.54998779296875,0.540008544921875,0.55999755859375,0.520004272460938,0.55999755859375,0.550003051757813,0.580001831054687,0.54998779296875,0.57000732421875,0.539993286132813,0.55999755859375,0.560012817382813,0.55999755859375,NaN,0.539993286132813,0.57000732421875,0.539993286132813,0.57000732421875,0.529998779296875,0.55999755859375,0.539993286132813,0.55999755859375,0.540008544921875,0.580001831054688,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.459991455078125,0.460006713867188,0.449996948242188,0.470001220703125,0.449996948242187,0.479995727539063,0.45001220703125,0.449996948242188,0.419998168945313,0.459991455078125,0.44000244140625,0.470001220703125,0.459991455078125,0.470001220703125,0.44000244140625,0.460006713867188,0.470001220703125,0.459991455078125,0.44000244140625,0.460006713867188,0.430007934570313,0.479995727539063,0.470001220703125,0.449996948242188,0.449996948242187,0.470001220703125,0.460006713867188,0.470001220703125,0.470001220703125,0.470001220703125,0.470001220703125,0.470001220703125,0.459991455078125,0.45001220703125,0.449996948242187,0.479995727539063,0.460006713867188,0.479995727539063,0.479995727539063,0.490005493164063,NaN,0.459991455078125,0.470001220703125,0.470001220703125,0.479995727539063,0.460006713867187,0.460006713867188,0.42999267578125,0.490005493164063,0.449996948242188,0.479995727539063,0.449996948242188,0.449996948242188,0.430007934570313,0.459991455078125,0.45001220703125,0.459991455078125,0.460006713867188,0.449996948242188,0.44000244140625,0.459991455078125,0.44000244140625,0.45001220703125,0.459991455078125,0.470001220703125,0.42999267578125,0.430023193359375,0.470001220703125,0.42999267578125,0.459991455078125,0.480010986328125,0.439987182617188,0.45001220703125,0.44000244140625,0.42999267578125,0.449996948242187,0.449996948242188,0.44000244140625,0.460006713867188,0.419998168945313,0.44000244140625,0.460006713867188,0.479995727539063,0.460006713867188,0.5,0.449996948242187,0.44000244140625,0.459991455078125,0.470001220703125,0.45001220703125,0.469985961914063,0.460006713867188,0.469985961914063,0.44000244140625,0.460006713867188,0.419998168945312,0.490005493164063,0.459991455078125,0.460006713867188,0.44000244140625,0.439987182617188,0.449996948242188,0.490005493164063,0.449996948242188,0.470001220703125,0.449996948242187,0.470001220703125,0.45001220703125,0.469985961914063,0.460006713867188,0.470001220703125,NaN,0.46002197265625,0.489990234375,0.459991455078125,0.459991455078125,0.45001220703125,0.480010986328125,0.459991455078125,0.459991455078125,0.480010986328125,0.449981689453125,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.479995727539063,0.510009765625,0.489990234375,0.490005493164063,0.5,0.489990234375,0.490005493164063,0.509994506835938,0.480010986328125,0.509994506835938,0.490005493164063,0.520004272460938,0.489990234375,0.520004272460937,0.490005493164063,0.509994506835938,0.479995727539063,0.5,0.480010986328125,0.5,0.540008544921875,0.480010986328125,0.489990234375,0.510009765625,0.5,0.519989013671875,0.480010986328125,0.5,0.47998046875,0.490020751953125,0.47998046875,0.510009765625,0.5,0.529998779296875,0.5,0.519989013671875,0.490020751953125,0.519989013671875,0.489990234375,0.52001953125,NaN,0.479995727539063,0.489990234375,0.5,0.5,0.5,0.510009765625,0.489990234375,0.510009765625,0.489990234375,0.520004272460938,0.5,0.489990234375,0.470001220703125,0.490005493164063,0.479995727539062,0.520004272460938,0.479995727539063,0.5,0.490005493164063,0.5,0.470001220703125,0.5,0.459991455078125,0.510009765625,0.470001220703125,0.489990234375,0.470001220703125,0.489990234375,0.480010986328125,0.519989013671875,0.480010986328125,0.5,0.470001220703125,0.489990234375,0.490005493164062,0.509994506835938,0.480010986328125,0.519989013671875,0.5,0.480010986328125,0.489990234375,0.5,0.480010986328125,0.509994506835938,0.479995727539062,0.5,0.5,0.5,0.490005493164063,0.5,0.480010986328125,0.489990234375,0.480010986328125,0.509994506835938,0.490005493164062,0.5,0.489990234375,0.510009765625,0.479995727539063,0.5,0.470001220703125,0.509994506835938,0.5,0.510009765625,0.489990234375,0.510009765625,0.489990234375,0.490005493164063,0.479995727539063,0.490005493164063,NaN,0.470001220703125,0.480010986328125,0.489990234375,0.5,0.489990234375,0.480010986328125,0.489990234375,0.5,0.480010986328125,0.489990234375,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.530014038085938,0.509994506835938,0.509994506835938,0.520004272460937,0.509994506835938,0.510009765625,0.519989013671875,0.520004272460938,0.520004272460938,0.509994506835938,0.529998779296875,0.529998779296875,0.510009765625,0.529998779296875,0.509994506835938,0.529998779296875,0.510009765625,0.529998779296875,0.529998779296875,0.539993286132813,0.540008544921875,0.540008544921875,0.54998779296875,0.529998779296875,0.550018310546875,0.53997802734375,0.55999755859375,0.57000732421875,0.550018310546875,0.53997802734375,0.57000732421875,0.529998779296875,0.569992065429688,0.55999755859375,0.540008544921875,0.529998779296875,0.57000732421875,0.54998779296875,0.55999755859375,0.540008544921875,0.55999755859375,0.509994506835938,0.520004272460938,0.529998779296875,0.519989013671875,0.520004272460938,0.540008544921875,0.5,0.519989013671875,0.520004272460938,0.539993286132813,0.520004272460938,0.519996643066406,0.510002136230469,0.529998779296875,0.529998779296875,0.529998779296875,0.5,0.510002136230469,0.510002136230469,0.540000915527344,0.57000732421875,0.599990844726563,0.57000732421875,0.580001831054687,0.589996337890625,0.580001831054688,0.589996337890625,0.589996337890625,0.590011596679688,0.569992065429688,0.54998779296875,0.57000732421875,0.54998779296875,0.529998779296875,0.57000732421875,0.540008544921875,0.55999755859375,0.54998779296875,0.560028076171875,0.53997802734375,0.529998779296875,0.520004272460938,0.520004272460938,0.529998779296875,0.5,0.529998779296875,0.5,0.519989013671875,0.510009765625,0.529998779296875,0.510009765625,0.529998779296875,0.509994506835938,0.529998779296875,0.520004272460938,0.539993286132813,0.510009765625,0.529998779296875,0.509994506835938,0.540008544921875,0.579986572265625,0.540008544921875,0.58001708984375,0.579986572265625,0.54998779296875,0.540008544921875,0.55999755859375,0.58001708984375,0.569976806640625,0.59002685546875,NaN,0.550003051757813,0.529998779296875,0.57000732421875,0.539993286132812,0.540008544921875,0.550003051757813,0.569992065429688,0.550003051757813,0.55999755859375,0.550003051757813,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.57000732421875,0.55999755859375,0.569992065429688,0.580001831054687,0.57000732421875,0.580001831054688,0.55999755859375,0.569992065429688,0.560012817382813,0.529998779296875,0.55999755859375,0.529998779296875,0.550003051757813,0.549995422363281,0.580001831054688,0.540000915527344,0.550003051757813,0.569992065429688,0.55999755859375,0.57000732421875,0.54998779296875,0.529998779296875,0.55999755859375,0.5,0.55999755859375,0.510009765625,0.54998779296875,0.52001953125,0.57000732421875,0.509979248046875,0.540000915527344,0.529998779296875,0.55999755859375,0.540000915527344,0.540000915527344,0.529998779296875,0.55999755859375,0.520004272460938,0.529998779296875,0.55999755859375,NaN,0.550003051757813,0.54998779296875,0.530014038085938,0.54998779296875,0.550003051757813,0.55999755859375,0.55999755859375,0.540008544921875,0.550003051757813,0.569992065429688,0.539993286132813,0.529998779296875,0.550003051757813,0.520004272460937,0.529998779296875,0.55999755859375,0.539993286132813,0.560012817382813,0.539993286132813,0.55999755859375,0.54998779296875,0.55999755859375,0.550018310546875,0.509979248046875,0.550018310546875,0.519989013671875,0.55999755859375,0.54998779296875,0.540008544921875,0.540008544921875,0.55999755859375,0.519989013671875,0.55999755859375,0.529998779296875,0.550018310546875,0.529998779296875,0.53997802734375,0.52001953125,0.54998779296875,0.519989013671875,0.57000732421875,0.589996337890625,0.57000732421875,0.579986572265625,0.57000732421875,0.600006103515625,0.54998779296875,0.590011596679688,0.569992065429688,0.589996337890625,0.550003051757813,0.550003051757813,0.55999755859375,0.57000732421875,0.569992065429688,0.580001831054688,0.529998779296875,0.55999755859375,0.560012817382813,0.589996337890625,0.529998779296875,0.53997802734375,0.550018310546875,0.540008544921875,0.54998779296875,0.540008544921875,0.55999755859375,0.529998779296875,0.519989013671875,0.529998779296875,0.540008544921875,0.540008544921875,0.519989013671875,0.55999755859375,0.510009765625,0.540008544921875,0.47998046875,0.529998779296875,0.540008544921875,0.54998779296875,0.5,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.509994506835938,0.55999755859375,0.520004272460938,0.57000732421875,0.509994506835938,0.550003051757813,0.529998779296875,0.569992065429688,0.529998779296875,0.550003051757813,0.530014038085938,0.54998779296875,0.520004272460938,0.550003051757812,0.520004272460938,0.54998779296875,0.520004272460938,0.57000732421875,0.519989013671875,0.540008544921875,0.55999755859375,0.610000610351563,0.57000732421875,0.579986572265625,0.540008544921875,0.550003051757813,0.55999755859375,0.550003051757813,0.539993286132813,0.55999755859375,0.579986572265625,0.57000732421875,0.55999755859375,0.55999755859375,0.57000732421875,0.600006103515625,0.54998779296875,0.55999755859375,0.58001708984375,0.55999755859375,NaN,0.520004272460938,0.529998779296875,0.490005493164063,0.550003051757812,0.489990234375,0.510009765625,0.519989013671875,0.529998779296875,0.5,0.520004272460938,0.529998779296875,0.54998779296875,0.489990234375,0.529998779296875,0.5,0.529998779296875,0.5,0.540008544921875,0.510009765625,0.54998779296875,0.55999755859375,0.569976806640625,0.550018310546875,0.54998779296875,0.480010986328125,0.540008544921875,0.5,0.529998779296875,0.54998779296875,0.610015869140625,0.579986572265625,0.55999755859375,0.57000732421875,0.589996337890625,0.55999755859375,0.5,0.519989013671875,0.529998779296875,0.52001953125,0.54998779296875,0.5,0.550003051757813,0.519989013671875,0.550003051757812,0.529998779296875,0.560012817382813,0.529998779296875,0.539993286132813,0.539993286132813,0.550003051757813,0.540008544921875,0.539993286132813,0.529998779296875,0.550003051757812,0.569992065429688,0.57000732421875,0.529998779296875,0.550003051757813,0.5,0.569992065429688,0.540008544921875,0.54998779296875,0.57000732421875,0.54998779296875,0.55999755859375,0.58001708984375,0.540008544921875,0.569976806640625,0.550018310546875,0.6199951171875,NaN,0.580001831054688,0.69000244140625,0.569992065429688,0.580001831054687,0.550003051757813,0.720001220703125,0.569992065429688,0.650009155273438,0.539993286132813,0.57000732421875,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.590011596679688,0.589996337890625,0.589996337890625,0.589996337890625,0.57000732421875,0.580001831054688,0.55999755859375,0.589996337890625,0.57000732421875,0.599990844726563,0.57000732421875,0.589996337890625,0.57000732421875,0.589996337890625,0.57000732421875,0.589996337890625,0.579986572265625,0.58001708984375,0.57000732421875,0.589996337890625,0.6300048828125,0.6300048828125,0.600006103515625,0.6199951171875,0.589996337890625,0.6199951171875,0.6099853515625,0.620025634765625,0.579986572265625,0.610015869140625,0.579986572265625,0.590011596679688,0.589996337890625,0.610000610351562,0.589996337890625,0.600006103515625,0.599990844726563,0.590011596679688,0.589996337890625,0.580001831054688,NaN,0.57000732421875,0.569992065429688,0.580001831054688,0.610000610351562,0.57000732421875,0.6199951171875,0.580001831054688,0.580001831054688,0.580001831054688,0.589996337890625,0.580001831054688,0.600006103515625,0.589996337890625,0.610000610351562,0.55999755859375,0.589996337890625,0.580001831054688,0.6300048828125,0.57000732421875,0.6099853515625,0.620025634765625,0.5999755859375,0.6400146484375,0.6099853515625,0.620025634765625,0.6099853515625,0.600006103515625,0.589996337890625,0.600006103515625,0.600006103515625,0.6199951171875,0.610015869140625,0.6099853515625,0.600006103515625,0.6300048828125,0.5999755859375,0.58001708984375,0.6099853515625,0.610015869140625,0.6199951171875,0.550003051757813,0.550003051757813,0.54998779296875,0.57000732421875,0.580001831054688,0.55999755859375,0.550003051757813,0.580001831054688,0.54998779296875,0.57000732421875,0.529998779296875,0.55999755859375,0.57000732421875,0.54998779296875,0.57000732421875,0.580001831054688,0.55999755859375,0.550003051757813,0.529998779296875,0.569992065429688,0.569976806640625,0.589996337890625,0.59002685546875,0.579986572265625,0.6099853515625,0.59002685546875,0.6099853515625,0.589996337890625,0.600006103515625,0.600006103515625,NaN,0.600006103515625,0.6099853515625,0.610015869140625,0.5999755859375,0.610015869140625,0.6099853515625,0.57000732421875,0.589996337890625,0.6300048828125,0.6199951171875,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.520004272460938,0.550003051757813,0.5,0.539993286132812,0.5,0.540008544921875,0.509994506835938,0.550003051757813,0.509994506835938,0.550003051757813,0.510009765625,0.539993286132813,0.5,0.550003051757812,0.520004272460938,0.529998779296875,0.509994506835938,0.550003051757813,0.5,0.539993286132813,0.530014038085938,0.55999755859375,0.529998779296875,0.550003051757812,0.509994506835938,0.55999755859375,0.520004272460938,0.569992065429688,0.480010986328125,0.529998779296875,0.519989013671875,0.55999755859375,0.52001953125,0.529998779296875,0.519989013671875,0.540008544921875,0.509979248046875,0.529998779296875,0.55999755859375,0.550018310546875,NaN,0.529998779296875,0.529998779296875,0.540008544921875,0.529998779296875,0.529998779296875,0.529998779296875,0.550003051757813,0.529998779296875,0.529998779296875,0.519989013671875,0.529998779296875,0.529998779296875,0.520004272460938,0.54998779296875,0.520004272460938,0.540008544921875,0.519989013671875,0.529998779296875,0.540008544921875,0.580001831054688,0.529998779296875,0.560012817382813,0.539993286132813,0.550003051757812,0.539993286132813,0.55999755859375,0.550003051757813,0.55999755859375,0.540008544921875,0.569992065429688,0.550018310546875,0.569976806640625,0.550018310546875,0.540008544921875,0.54998779296875,0.57000732421875,0.54998779296875,0.57000732421875,0.540008544921875,0.53997802734375,0.550003051757813,0.529998779296875,0.540008544921875,0.550003051757812,0.55999755859375,0.539993286132813,0.540008544921875,0.55999755859375,0.550003051757813,0.539993286132813,0.540008544921875,0.539993286132813,0.540008544921875,0.55999755859375,0.529998779296875,0.539993286132813,0.540008544921875,0.550003051757813,0.539993286132813,0.550003051757813,0.580001831054688,0.600006103515625,0.589996337890625,0.620010375976562,0.599990844726563,0.669998168945313,0.600006103515625,0.6199951171875,0.600006103515625,0.639999389648438,NaN,0.589996337890625,0.57000732421875,0.580001831054688,0.649993896484375,0.589996337890625,0.600006103515625,0.610000610351563,0.600006103515625,0.6199951171875,0.600006103515625,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pre_stepwidth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,norm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,noswing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sym,,,,,,,,,,,,,,,,,,,,asym,,,,,,,,,,,,,,,,,,,,,sym,,,,,,,,,,,,,,,,,,,,asym,,,,,,,,,,,,,,,,,,,,sym,,,,,,,,,,,,,,,,,,,,asym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,trip,,,,,,,,,,slip,,,,,,,,,,trip,,,,,,,,,,slip,,,,,,,,,,,trip,,,,,,,,,,slip,,,,,,,,,,trip,,,,,,,,,,slip,,,,,,,,,,trip,,,,,,,,,,slip,,,,,,,,,,trip,,,,,,,,,,,slip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #11,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #11,Step #1,Step #2,Step #3,Step #4,Step #5,Step #6,Step #7,Step #8,Step #9,Step #10,Step #11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
